YEAR,ID,HRS1,MARITAL,DIVORCE,SPWRKSTA,SPHRS1,CHILDS,AGE,EDUC,SPEDUC,SEX,RACE,RES16,REG16,RINCOME,REGION,PARTYID,SOCOMMUN,SOCFREND,SOCBAR,ROMANCE,LIVEWITH,HAPPROM,WILLWED1,WILLWED2,SPHMEWRK,FAIRHWRK,EARNMORE,FAMFINAN,EARNMORE,TRADMOD,SHARESEP,EMOTEOTH,CHLDIDEL,PREMARSX,MENBEN,WOMENBEN,CHLDBEN,ALLBEN,NOONEBEN,PARTNERS,MATESEX
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996,629,,5,,,,0,47,12,97,2,1,3,0,9,5,0,7,7,7,2,,,,1,,,,,,2,1,2,3,4,9,9,9,1,9,0,
1996,630,60,3,,,,1,40,14,97,2,1,4,5,10,5,1,2,4,7,2,,,,1,,,,,,2,1,2,2,4,1,2,1,2,2,1,1
1996,631,,5,,,,0,32,16,97,2,1,6,0,12,5,1,5,5,3,,,,,,,,,,,,,,4,3,,,,,,1,1
1996,632,45,1,2,1,40,0,28,18,16,1,1,5,2,12,5,0,,,,,,,,,,,,4,,,,,,,,,,,,1,1
1996,633,,2,2,,,2,81,18,97,2,1,4,2,,5,2,2,4,7,2,,,,1,,,,,,2,1,2,8,3,1,1,1,1,2,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996,635,,3,,,,1,83,8,97,2,1,6,2,,5,1,1,7,7,2,,,,2,,,,,,2,2,2,2,1,9,9,9,1,9,0,
1996,636,,3,,,,2,82,7,97,2,1,5,2,,5,5,2,2,7,,,,,,,,,,,,,,2,2,,,,,,0,
1996,637,,1,1,1,65,7,30,11,14,2,1,1,4,12,5,4,,,,,,,,,,,,5,,,,,,,,,,,,1,1
1996,638,,1,2,1,36,2,41,18,16,1,1,6,0,,5,4,3,2,7,,,,,,3,3,3,,3,2,1,1,2,1,2,2,2,1,2,1,1
1996,639,42,1,2,1,42,0,56,15,17,2,1,2,0,11,5,2,3,5,5,,,,,,3,1,5,,5,2,1,1,2,4,1,1,1,1,2,1,1
1996,640,45,1,2,1,50,0,31,18,18,1,1,4,5,12,5,2,,,,,,,,,,,,1,,,,,,,,,,,,1,1
1996,641,50,5,,,,0,24,17,97,1,1,3,2,6,5,2,,,,,,,,,,,,,,,,,,,,,,,,1,1
1996,642,40,3,,,,3,24,12,97,2,2,5,5,9,5,1,,,,1,2,1,1,,,,,,,2,1,1,,,1,1,1,1,2,2,1
1996,643,,1,2,1,40,0,43,20,18,2,1,4,7,12,5,4,,,,,,,,,5,2,1,,1,2,1,2,,,1,2,2,2,1,1,1
1996,644,45,1,2,1,40,0,44,18,18,2,1,4,4,12,5,4,7,4,3,,,,,,,,,1,,,,,2,3,,,,,,1,1
1996,645,40,5,,,,0,48,16,97,1,1,4,4,11,5,2,7,2,6,2,,,,2,,,,,,2,1,2,3,3,1,1,1,1,2,3,2
1996,646,44,5,,,,0,33,11,97,1,1,1,5,12,5,2,,,,2,,,,1,,,,,,2,1,2,,,1,2,2,2,2,0,
1996,647,40,1,2,1,48,0,30,12,12,2,1,6,5,10,5,3,4,4,6,,,,,,,,,4,,,,,1,2,,,,,,,
1996,648,32,5,,,,0,58,16,97,1,1,6,5,3,5,5,,,,,,,,,,,,,,,,,,,,,,,,0,
1996,649,70,3,,,,1,43,13,97,1,1,6,0,11,5,3,6,4,7,2,,,,1,,,,,,2,1,2,2,1,1,1,1,1,9,0,
1996,650,65,1,2,1,43,0,28,16,18,2,1,5,7,12,7,6,3,2,5,,,,,,,,,5,,,,,3,3,,,,,,1,1
1996,651,,3,,,,2,65,18,97,1,1,4,7,,7,5,4,7,7,2,,,,1,,,,,,1,2,2,2,4,9,9,9,1,9,0,
1996,652,25,3,,,,1,33,13,97,2,1,3,7,9,7,6,3,3,5,,,,,,,,,,,,,,2,2,,,,,,0,
1996,653,43,5,,,,1,24,11,97,2,1,3,3,9,7,2,2,2,1,,,,,,,,,,,,,,3,3,,,,,,1,1
1996,654,48,3,,,,3,39,12,97,1,1,5,7,12,7,1,,,,2,,,,1,,,,,,2,1,1,,,2,2,2,1,2,5,1
1996,655,56,1,2,2,12,0,41,16,15,1,1,5,3,12,7,5,,,,,,,,,,,,2,,,,,,,,,,,,1,1
1996,656,40,1,2,1,50,2,49,16,16,2,1,3,2,11,7,1,4,5,6,,,,,,3,1,4,,4,1,1,2,8,4,9,9,9,1,9,1,1
1996,657,,2,1,,,0,76,20,97,1,1,3,2,,7,7,7,5,7,,,,,,,,,,,,,,9,4,,,,,,,
1996,658,55,1,2,1,40,1,46,17,17,1,1,5,7,12,7,5,3,2,2,,,,,,2,1,1,,1,1,2,2,2,4,9,9,9,1,9,1,1
1996,659,40,1,1,1,50,2,65,14,14,1,1,3,5,13,7,6,7,7,7,,,,,,,,,1,,,,,9,1,,,,,,1,1
1996,660,,3,,,,2,69,20,97,1,1,5,2,99,7,4,5,5,7,2,,,,2,,,,,,2,1,1,9,4,9,9,9,9,2,0,
1996,661,60,1,2,1,60,2,25,12,14,2,1,3,7,98,7,5,2,2,4,,,,,,,,,4,,,,,2,4,,,,,,1,1
1996,662,55,1,2,1,56,2,35,12,14,2,1,6,7,12,7,4,,,,,,,,,3,1,3,,3,1,2,2,,,9,9,9,1,9,,
1996,663,50,1,2,7,,1,52,17,13,1,3,3,0,12,7,5,,,,,,,,,,,,1,,,,,,,,,,,,1,1
1996,664,,1,1,1,48,4,48,12,11,2,2,5,7,10,7,1,,,,,,,,,4,2,5,,5,2,1,1,,,1,1,1,1,2,9,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996,666,,1,2,2,40,1,30,5,12,2,2,6,9,6,7,3,7,4,7,,,,,,4,2,5,,5,1,2,2,2,2,1,1,1,1,9,1,1
1996,667,,5,,,,0,20,10,97,1,2,5,7,,7,4,,,,,,,,,,,,,,,,,,,,,,,,99,9
1996,668,46,3,,,,4,58,15,97,2,2,3,7,12,7,0,4,4,6,2,,,,1,,,,,,2,1,2,4,2,1,1,1,1,1,1,1
1996,669,48,4,,,,5,39,13,97,1,2,6,7,12,7,0,7,2,6,,,,,,,,,,,,,,3,3,,,,,,2,1
1996,670,40,1,2,7,,1,32,14,18,1,2,2,3,12,7,2,1,2,7,,,,,,,,,2,,,,,2,4,,,,,,1,1
1996,671,50,1,2,1,40,2,43,16,16,1,1,3,7,12,7,6,6,5,6,,,,,,3,1,1,,1,2,1,2,2,2,9,9,1,9,9,1,1
1996,672,30,1,1,1,56,1,34,13,16,2,1,5,7,10,7,1,4,3,2,,,,,,4,1,4,,4,2,2,2,2,2,8,8,8,8,8,1,1
1996,673,80,1,2,1,60,2,55,20,16,2,1,3,2,12,7,6,7,5,4,,,,,,,,,3,,,,,2,1,,,,,,,
1996,674,50,1,2,1,40,2,47,19,19,2,2,2,6,12,7,0,,,,,,,,,,,,5,,,,,,,,,,,,,
1996,675,,1,2,1,60,2,39,12,14,2,1,4,7,13,7,6,5,3,7,,,,,,,,,5,,,,,2,1,,,,,,1,1
1996,676,66,1,2,7,,2,47,17,10,1,1,3,0,12,7,4,5,5,5,,,,,,2,1,1,,1,2,1,1,2,4,9,9,1,9,9,1,1
1996,677,45,5,,,,0,19,13,97,1,1,5,7,98,7,5,,,,2,,,,2,,,,,,2,1,2,,,9,9,9,1,9,,
1996,678,36,1,1,8,,2,59,16,16,1,1,6,7,12,7,4,4,4,7,,,,,,2,1,1,,1,1,1,2,3,1,9,9,9,1,9,1,1
1996,679,40,4,,,,2,42,16,97,2,1,3,7,11,7,1,,,,,,,,,,,,,,,,,,,,,,,,2,1
1996,680,,1,2,5,,2,86,12,12,2,1,4,7,,7,7,6,7,7,,,,,,5,1,5,,5,2,2,2,2,3,9,9,9,1,9,,
1996,681,,2,2,,,1,82,12,97,2,1,3,7,,7,6,2,5,7,,,,,,,,,,,,,,2,2,,,,,,99,9
1996,682,,1,2,5,,2,89,10,18,2,1,3,2,,7,5,,,,,,,,,,,,5,,,,,,,,,,,,,
1996,683,,2,2,,,2,87,14,97,2,1,4,6,99,7,4,2,3,3,2,,,,2,,,,,,1,1,1,9,3,2,2,2,1,2,1,1
1996,684,,2,1,,,2,68,10,97,2,2,6,2,99,1,2,1,1,7,,,,,,,,,,,,,,2,1,,,,,,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996,687,38,5,,,,0,24,16,97,2,1,5,1,10,1,1,3,1,2,,,,,,,,,,,,,,2,4,,,,,,0,
1996,688,25,5,,,,0,23,12,97,2,1,3,1,5,1,5,7,1,2,,,,,,,,,,,,,,4,4,,,,,,1,1
1996,689,24,1,1,1,60,2,31,16,16,2,1,6,1,12,1,4,7,4,5,,,,,,,,,6,,,,,3,4,,,,,,1,1
1996,690,,1,2,1,60,0,47,14,15,2,1,4,1,10,1,1,7,3,5,,,,,,5,2,4,,4,2,1,2,8,4,8,8,8,8,8,1,1
1996,691,35,1,2,1,32,2,48,17,16,1,1,3,1,12,1,2,7,3,5,,,,,,4,1,1,,1,2,2,1,2,4,2,2,2,1,2,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996,693,40,1,2,2,30,3,54,17,17,1,1,4,1,12,1,5,5,5,6,,,,,,3,1,1,,1,2,1,1,3,4,2,2,2,1,2,1,1
1996,694,40,3,,,,1,53,18,97,2,1,2,5,12,1,0,,,,,,,,,,,,,,,,,,,,,,,,0,
1996,695,,1,2,2,20,3,49,17,15,1,1,5,1,11,1,6,7,3,5,,,,,,,,,5,,,,,5,4,,,,,,1,1
1996,696,,1,2,5,,4,70,11,20,2,1,6,2,99,1,0,5,5,7,,,,,,,,,4,,,,,9,3,,,,,,1,1
1996,697,30,1,2,1,38,3,62,8,8,1,1,1,0,10,1,4,6,5,7,,,,,,,,,1,,,,,3,4,,,,,,1,1
1996,698,,1,2,3,,1,30,12,15,2,1,1,1,,1,7,,,,,,,,,5,1,5,,5,1,1,2,,,2,2,1,9,9,1,1
1996,699,,1,2,1,18,2,51,16,16,2,1,3,1,,1,2,6,4,7,,,,,,,,,6,,,,,2,4,,,,,,1,1
1996,700,50,1,2,7,,0,32,14,8,1,3,5,0,12,1,3,,,,,,,,,,,,3,,,,,,,,,,,,99,9
1996,701,,2,2,,,0,84,16,97,2,1,6,2,,1,3,,,,2,,,,2,,,,,,2,2,2,,,1,2,1,2,2,99,9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996,703,,1,2,5,,1,72,10,10,1,1,5,1,,1,0,7,7,7,,,,,,,,,3,,,,,2,4,,,,,,0,
1996,704,,1,2,1,40,0,38,12,16,2,1,5,1,12,1,2,7,4,4,,,,,,5,1,4,,4,2,1,1,2,4,1,1,1,1,2,1,1
1996,705,,2,2,,,8,65,12,97,2,1,5,1,99,1,1,6,5,4,,,,,,,,,,,,,,2,3,,,,,,1,1
1996,706,40,3,,,,2,45,18,97,2,1,4,1,12,1,1,5,3,7,,,,,,,,,,,,,,3,4,,,,,,1,1
1996,707,,1,1,1,40,3,40,14,14,2,1,4,1,9,1,2,6,4,6,,,,,,4,1,5,,5,1,1,1,8,4,8,8,1,8,8,1,1
1996,708,48,1,2,2,18,1,50,14,16,1,1,5,1,13,1,0,7,5,4,,,,,,3,1,1,,1,1,1,1,2,4,2,2,2,1,2,1,1
1996,709,45,1,2,1,30,4,36,9,12,1,3,3,0,11,1,0,,,,,,,,,3,1,2,,2,1,1,2,,,1,1,1,1,2,,
1996,710,16,1,2,1,40,2,35,16,16,2,1,5,4,2,1,5,3,3,3,,,,,,5,2,5,,5,1,1,1,8,4,2,2,2,2,1,1,1
1996,711,,3,,,,3,62,15,97,2,1,3,3,10,1,2,,,,,,,,,,,,,,,,,,,,,,,,0,
1996,712,48,5,,,,0,61,12,97,1,1,3,1,12,1,0,,,,,,,,,,,,,,,,,,,,,,,,0,
1996,713,40,5,,,,0,30,14,97,2,1,3,1,12,1,2,7,2,4,,,,,,,,,,,,,,3,4,,,,,,1,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996,715,24,2,2,,,3,79,18,97,1,1,2,1,3,1,6,5,6,7,,,,,,,,,,,,,,8,3,,,,,,0,
1996,716,,3,,,,1,51,12,97,1,1,3,1,,1,2,3,2,2,,,,,,,,,,,,,,0,4,,,,,,2,1
1996,717,40,3,,,,1,34,9,97,2,1,3,1,11,1,3,,,,1,1,1,1,,5,2,1,,1,2,1,2,,,8,8,8,8,8,,
1996,718,45,5,,,,0,25,17,97,2,1,4,1,11,1,3,1,5,5,2,,,,1,,,,,,2,2,2,2,4,2,2,2,2,1,1,2
1996,719,40,5,,,,1,28,12,97,2,1,3,1,12,1,3,,,,,,,,,,,,,,,,,,,,,,,,1,1
1996,720,,4,,,,5,39,12,97,2,1,3,1,,1,3,7,4,7,1,1,1,1,,4,2,5,,5,2,1,2,4,4,1,1,1,1,2,,
1996,721,,5,,,,0,28,13,97,1,1,3,1,10,1,1,,,,1,1,2,1,,2,3,5,,5,2,2,1,,,2,2,1,2,2,1,1
1996,722,40,3,,,,2,34,13,97,1,1,1,1,12,1,4,4,2,4,1,2,1,1,,,,,,,1,1,1,2,3,8,8,1,2,2,1,1
1996,723,,1,1,5,,1,66,11,11,2,1,5,5,,5,5,5,5,7,,,,,,3,1,4,,4,1,1,1,2,2,1,1,1,1,2,0,
1996,724,45,1,2,6,,2,36,15,17,2,2,2,5,12,5,0,,,,,,,,,,,,4,,,,,,,,,,,,1,1
1996,725,40,1,1,2,10,2,59,12,8,1,1,4,5,10,5,2,7,4,4,,,,,,3,3,1,,1,2,1,2,2,4,2,1,1,2,2,1,1
1996,726,64,1,2,1,35,2,53,14,12,1,1,2,2,12,5,6,6,4,7,,,,,,3,1,1,,1,1,1,2,2,2,9,9,1,1,9,1,1
1996,727,80,3,,,,1,35,16,97,2,2,3,6,11,5,0,6,2,4,2,,,,1,,,,,,2,1,2,2,4,1,1,1,1,2,0,
1996,728,45,5,,,,2,39,16,97,2,2,5,3,12,5,0,3,3,7,,,,,,,,,,,,,,2,1,,,,,,1,1
1996,729,65,1,1,1,60,3,37,14,12,1,2,5,5,11,5,1,,,,,,,,,3,1,5,,5,2,1,2,,,2,2,2,2,1,1,1
1996,730,40,4,,,,2,45,14,97,2,2,5,3,11,5,3,7,5,5,,,,,,,,,,,,,,2,4,,,,,,1,1
1996,731,46,1,2,2,20,3,41,12,12,1,1,4,3,12,5,5,,,,,,,,,,,,5,,,,,,,,,,,,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996,733,,1,1,7,,7,57,18,13,1,1,5,3,99,5,6,3,4,7,,,,,,,,,4,,,,,7,4,,,,,,1,1
1996,734,50,1,1,7,,3,54,16,16,1,1,5,5,12,5,6,,,,,,,,,2,1,1,,1,2,1,2,,,1,1,1,1,2,,
1996,735,10,1,2,7,,3,41,16,12,1,1,6,2,12,5,6,3,3,2,,,,,,1,1,1,,1,1,2,2,3,4,9,9,9,1,9,1,1
1996,736,20,1,2,7,,2,57,16,12,2,1,3,7,9,5,5,4,4,7,,,,,,,,,1,,,,,2,3,,,,,,1,1
1996,737,55,1,1,1,55,1,46,12,14,2,1,4,7,12,5,5,,,,,,,,,,,,4,,,,,,,,,,,,1,1
1996,738,80,1,1,1,40,0,53,15,13,1,1,6,3,10,5,4,2,4,7,,,,,,3,1,5,,5,2,2,2,2,4,1,1,1,1,2,2,1
1996,739,50,1,2,2,20,2,53,15,16,1,1,5,3,12,5,6,,,,,,,,,3,1,1,,1,1,2,1,,,1,1,1,1,2,1,1
1996,740,89,1,1,1,89,1,47,16,16,2,1,3,2,12,5,1,2,3,3,,,,,,,,,4,,,,,8,1,,,,,,,
1996,741,,1,1,5,,2,65,16,12,1,1,6,5,,5,4,2,2,7,,,,,,2,3,1,,1,1,1,1,2,3,1,1,1,1,9,1,9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996,743,,1,2,1,50,2,41,16,18,2,1,4,1,,5,5,,,,,,,,,,,,4,,,,,,,,,,,,,
1996,744,50,1,2,7,,2,39,16,16,1,1,5,6,12,5,4,4,4,3,,,,,,,,,4,,,,,2,1,,,,,,1,1
1996,745,45,1,2,7,,2,47,16,14,1,1,5,2,12,5,5,4,6,5,,,,,,2,1,1,,1,1,1,1,2,4,1,1,1,1,9,1,1
1996,746,70,1,2,7,,1,50,16,16,1,1,4,5,12,5,6,5,5,5,,,,,,,,,4,,,,,2,4,,,,,,1,1
1996,747,35,5,,,,0,19,12,97,1,1,5,5,2,5,5,6,2,5,1,2,2,2,,,,,,,2,1,1,2,2,1,1,1,1,2,1,1
1996,748,45,1,1,7,,4,62,17,14,1,1,6,5,12,5,6,,,,,,,,,,,,4,,,,,,,,,,,,,
1996,749,55,5,,,,0,24,16,97,1,1,6,0,12,5,6,3,2,3,,,,,,,,,,,,,,3,4,,,,,,,
1996,750,30,3,,,,0,52,10,97,2,1,4,2,13,5,3,7,4,5,,,,,,,,,,,,,,9,3,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996,752,,2,1,,,8,65,13,97,2,1,4,6,99,5,3,,,,,,,,,,,,,,,,,,,,,,,,2,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996,755,60,1,1,1,40,3,62,14,10,1,1,4,1,12,5,2,,,,,,,,,3,1,1,,1,2,1,1,,,2,2,1,2,2,,
1996,756,,1,2,5,,1,56,16,16,2,1,3,6,,5,1,7,6,7,,,,,,,,,4,,,,,2,1,,,,,,1,1
1996,757,45,5,,,,0,36,16,97,1,1,3,3,12,5,5,,,,1,2,2,3,,,,,,,2,2,2,,,1,1,1,1,9,2,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996,759,50,5,,,,0,33,16,97,1,1,5,5,12,5,4,,,,,,,,,,,,,,,,,,,,,,,,2,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996,762,56,1,2,1,40,2,42,10,12,1,1,1,5,12,5,5,,,,,,,,,,,,4,,,,,,,,,,,,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996,764,50,1,2,1,40,3,55,16,12,1,1,2,5,12,5,6,5,3,7,,,,,,,,,6,,,,,3,3,,,,,,1,1
1996,765,45,5,,,,0,29,16,97,1,1,3,5,12,5,4,7,2,3,1,2,2,2,,,,,,,1,1,1,2,3,1,1,1,1,2,1,1
1996,766,,1,2,1,40,0,25,19,16,1,1,1,5,,5,5,,,,,,,,,4,1,5,,5,2,1,2,,,9,9,9,9,1,1,1
1996,767,40,1,2,1,40,2,19,7,12,2,1,3,5,3,5,5,,,,,,,,,,,,4,,,,,,,,,,,,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996,770,52,1,2,1,40,1,51,14,16,1,1,3,5,12,5,5,7,2,7,,,,,,4,1,1,,1,2,1,1,2,2,2,2,2,2,1,1,1
1996,771,,1,2,3,,2,32,14,12,2,1,1,5,9,5,4,7,4,2,,,,,,,,,1,,,,,2,4,,,,,,2,1
1996,772,,1,2,1,56,3,24,12,16,2,1,2,4,,5,3,2,4,7,,,,,,4,1,5,,5,1,1,1,2,1,1,1,1,1,2,1,1
1996,773,,3,,,,2,59,14,97,1,1,1,9,,5,4,5,4,7,,,,,,,,,,,,,,2,3,,,,,,0,
1996,774,20,1,2,1,40,1,46,13,12,2,1,2,2,13,5,5,4,5,7,,,,,,4,2,1,,1,1,1,1,3,1,1,1,1,1,2,1,1
1996,775,35,1,1,1,40,4,46,11,14,2,1,3,5,9,5,6,,,,,,,,,3,1,3,,3,2,1,2,,,1,1,1,1,2,9,1
1996,776,50,1,2,1,65,0,25,15,14,2,1,3,5,11,5,6,7,4,7,,,,,,4,1,5,,5,2,1,1,3,1,2,1,1,2,2,1,1
1996,777,,1,2,5,,2,64,16,14,1,1,3,2,,5,3,3,4,7,,,,,,,,,1,,,,,9,3,,,,,,1,1
1996,778,,1,1,5,,3,68,14,14,2,1,3,5,,5,6,7,5,7,,,,,,3,1,5,,5,1,2,2,2,1,1,1,1,1,2,1,1
1996,779,50,1,2,7,,1,36,14,13,1,1,3,2,12,5,4,6,5,7,,,,,,,,,1,,,,,1,3,,,,,,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996,781,,1,2,5,,4,64,10,12,1,1,3,5,,5,6,,,,,,,,,,,,2,,,,,,,,,,,,1,1
1996,782,40,3,,,,1,32,12,97,2,1,3,3,10,5,5,,,,1,2,2,3,,,,,,,2,1,2,,,1,2,1,2,2,1,2
1996,783,20,1,1,1,63,2,43,18,20,2,1,2,3,7,5,0,,,,,,,,,,,,4,,,,,,,,,,,,1,1
1996,784,40,1,2,1,40,4,41,16,12,1,1,3,5,12,5,5,,,,,,,,,,,,1,,,,,,,,,,,,1,1
1996,785,,1,2,1,65,2,28,14,12,2,1,6,5,,5,2,2,3,5,,,,,,,,,4,,,,,2,3,,,,,,1,1
1996,786,22,5,,,,1,25,13,97,2,1,4,5,5,5,1,2,2,2,1,2,2,2,,,,,,,2,1,1,2,4,1,1,2,9,9,1,1
1996,787,40,1,2,1,40,0,30,14,12,2,1,3,5,12,5,3,4,2,7,,,,,,,,,4,,,,,2,4,,,,,,1,1
1996,788,41,1,2,1,50,2,32,12,12,2,1,6,5,6,5,5,5,3,7,,,,,,5,1,5,,5,1,1,1,2,1,1,1,1,1,2,1,1
1996,789,30,1,2,6,,1,22,13,12,1,1,5,5,10,5,1,4,6,4,,,,,,2,1,1,,1,2,1,1,2,4,1,1,1,1,2,1,1
1996,790,89,1,2,1,40,3,33,11,18,1,1,2,5,98,5,3,,,,,,,,,,,,1,,,,,,,,,,,,,
1996,791,25,3,,,,2,34,10,97,2,1,4,5,8,5,3,6,4,4,1,1,1,1,,3,1,4,,4,1,1,2,3,3,9,9,1,1,9,4,1
1996,792,31,1,1,1,40,1,42,14,8,2,1,4,2,10,5,6,7,4,6,,,,,,3,1,4,,4,1,2,1,2,4,9,9,9,9,1,1,1
1996,793,,2,2,,,4,74,8,97,2,1,3,3,,5,4,2,7,7,,,,,,,,,,,,,,2,1,,,,,,1,9
1996,794,55,1,2,1,50,0,33,16,14,1,1,2,5,12,5,5,4,4,4,,,,,,,,,4,,,,,2,3,,,,,,1,1
1996,795,36,1,1,1,36,2,47,12,12,2,1,4,3,10,5,2,7,2,2,,,,,,3,1,3,,3,1,1,2,4,4,9,9,9,1,9,1,1
1996,796,,2,2,,,5,78,8,97,2,1,3,3,99,5,1,,,,,,,,,,,,,,,,,,,,,,,,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996,798,50,2,2,,,2,36,16,97,1,1,4,5,12,5,2,,,,2,,,,1,,,,,,2,1,2,,,2,9,9,9,1,2,2
1996,799,31,1,1,7,,2,54,12,12,1,1,2,1,99,5,4,2,7,7,,,,,,,,,1,,,,,2,4,,,,,,1,1
1996,800,,3,,,,2,55,10,97,2,1,6,2,99,5,3,2,4,1,,,,,,,,,,,,,,2,4,,,,,,1,1
1996,801,52,5,,,,0,34,14,97,2,1,3,0,12,5,0,7,3,4,,,,,,,,,,,,,,0,4,,,,,,1,1
1996,802,,3,,,,3,54,14,97,1,1,4,5,99,5,5,2,2,7,,,,,,,,,,,,,,3,3,,,,,,0,
1996,803,,2,2,,,3,82,15,97,2,1,2,5,99,5,2,3,7,7,2,,,,2,,,,,,2,1,2,2,1,2,2,2,1,2,0,
1996,804,,5,,,,0,47,17,97,1,1,6,3,99,5,4,3,5,7,2,,,,1,,,,,,1,1,1,3,2,2,1,2,9,9,0,
1996,805,,3,,,,2,70,12,97,1,1,6,2,,5,3,,,,2,,,,2,,,,,,1,1,2,,,9,9,9,1,9,0,
1996,806,48,5,,,,2,35,15,97,2,1,3,4,,4,2,2,7,5,,,,,,,,,,,,,,2,4,,,,,,1,1
1996,807,89,3,,,,7,48,9,97,1,2,1,5,12,4,0,2,4,5,,,,,,,,,,,,,,6,4,,,,,,,
1996,808,20,2,2,,,3,51,12,97,2,2,6,3,2,4,0,5,3,5,1,2,2,4,,,,,,,1,1,1,2,4,1,1,1,1,2,,
1996,809,,5,,,,1,43,14,97,2,2,6,4,9,4,5,,,,2,,,,1,,,,,,1,1,2,,,1,1,1,1,2,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996,811,36,5,,,,1,27,15,97,2,2,5,4,10,4,0,,,,,,,,,,,,,,,,,,,,,,,,1,1
1996,812,40,5,,,,0,27,12,97,1,2,3,3,11,4,2,1,2,6,,,,,,,,,,,,,,8,1,,,,,,5,2
1996,813,40,5,,,,2,22,13,97,2,2,6,4,3,4,1,,,,,,,,,,,,,,,,,,,,,,,,1,1
1996,814,40,1,2,1,50,2,32,11,13,2,1,4,9,8,3,4,1,4,5,,,,,,,,,5,,,,,2,4,,,,,,1,1
1996,815,40,1,1,2,30,3,36,12,12,1,1,1,3,10,3,5,5,6,6,,,,,,3,1,1,,1,2,1,1,3,4,9,9,9,1,9,1,1
1996,816,,1,2,1,99,1,26,12,12,2,1,5,2,13,3,3,,,,,,,,,5,1,5,,5,1,1,2,,,2,2,2,2,1,1,1
1996,817,44,1,2,7,,2,33,13,12,1,1,5,1,12,3,4,3,6,6,,,,,,2,1,1,,1,2,1,2,2,3,2,2,1,2,2,1,1
1996,818,40,1,2,1,40,0,23,13,13,1,1,6,3,9,3,2,,,,,,,,,,,,6,,,,,,,,,,,,1,1
1996,819,36,1,2,1,40,2,30,12,12,1,1,3,3,10,3,3,2,4,6,,,,,,3,1,4,,4,2,1,1,2,4,2,2,2,1,2,1,1
1996,820,45,5,,,,1,30,13,97,2,2,6,2,12,3,1,2,4,7,2,,,,2,,,,,,2,1,2,3,2,8,8,8,1,8,99,9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996,822,65,3,,,,5,54,12,97,2,2,2,6,12,4,0,,,,1,1,2,3,,5,2,1,,1,2,2,2,,,1,1,1,1,2,9,1
1996,823,42,1,2,1,40,5,40,12,12,1,2,6,4,9,4,3,2,5,4,,,,,,,,,3,,,,,4,4,,,,,,1,1
1996,824,50,1,2,7,,3,68,6,10,1,1,6,4,5,4,3,6,7,7,,,,,,3,1,1,,1,2,1,1,3,4,2,2,2,1,2,,
1996,825,,2,2,,,8,53,0,97,2,2,1,6,,4,3,,,,,,,,,,,,,,,,,,,,,,,,,
1996,826,,5,,,,0,19,11,97,1,2,5,4,,4,2,2,2,7,,,,,,,,,,,,,,2,4,,,,,,4,1
1996,827,40,5,,,,3,41,13,97,2,2,6,4,9,4,0,7,4,4,1,2,2,3,,,,,,,1,1,1,2,1,1,1,1,1,2,1,1
1996,828,,4,,,,0,56,12,97,2,2,3,3,,4,0,6,6,7,,,,,,,,,,,,,,4,4,,,,,,1,1
1996,829,,5,,,,1,50,12,97,2,2,1,7,,4,1,7,7,7,2,,,,1,,,,,,2,1,2,2,4,1,2,2,2,1,0,
