YEAR,ID,HRS1,MARITAL,DIVORCE,SPWRKSTA,SPHRS1,CHILDS,AGE,EDUC,SPEDUC,SEX,RACE,RES16,REG16,RINCOME,REGION,PARTYID,SOCOMMUN,SOCFREND,SOCBAR,ROMANCE,LIVEWITH,HAPPROM,WILLWED1,WILLWED2,SPHMEWRK,FAIRHWRK,EARNMORE,FAMFINAN,EARNMORE,TRADMOD,SHARESEP,EMOTEOTH,CHLDIDEL,PREMARSX,MENBEN,WOMENBEN,CHLDBEN,ALLBEN,NOONEBEN,PARTNERS,MATESEX
1996,2239,,5,,,,0,73,12,97,1,1,3,2,,2,1,,,,,,,,,,,,,,,,,,,,,,,,99,9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996,2241,40,5,,,,0,33,15,97,1,1,3,2,10,2,5,,,,1,2,2,3,,,,,,,2,1,2,,,2,2,2,2,1,2,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996,2243,60,1,1,1,40,3,60,12,12,1,1,4,2,10,2,4,6,6,6,,,,,,,,,3,,,,,8,4,,,,,,,
1996,2244,34,5,,,,0,20,11,97,1,1,1,2,6,2,5,1,2,7,1,1,1,1,,3,1,1,,1,2,1,1,3,4,1,2,2,2,2,9,9
1996,2245,,2,2,,,4,83,14,97,2,1,3,2,,2,2,2,3,3,,,,,,,,,,,,,,2,3,,,,,,,
1996,2246,40,4,,,,1,46,13,97,1,1,3,2,12,2,3,5,3,6,2,,,,1,,,,,,2,1,1,9,1,2,2,1,2,2,0,
1996,2247,,1,1,5,,0,48,16,20,2,1,3,2,,2,2,,,,,,,,,4,1,5,,5,2,2,2,,,2,2,1,2,2,1,1
1996,2248,,1,2,5,,2,64,11,12,1,1,1,2,13,2,5,4,5,7,,,,,,3,1,3,,3,2,2,2,2,3,9,9,9,1,9,1,1
1996,2249,55,1,1,5,,2,33,14,14,2,1,3,2,13,2,5,,,,,,,,,,,,4,,,,,,,,,,,,1,1
1996,2250,,1,2,5,,3,73,18,12,1,1,4,2,,2,0,6,3,1,,,,,,,,,5,,,,,3,1,,,,,,1,1
1996,2251,,1,2,5,,2,66,12,12,2,1,4,2,13,2,1,,,,,,,,,4,1,5,,5,2,2,1,,,1,1,1,1,2,,
1996,2252,,2,2,,,4,63,13,97,2,1,3,2,,2,6,6,2,7,2,,,,1,,,,,,1,1,2,2,2,2,2,2,1,2,0,
1996,2253,40,3,,,,2,48,18,97,1,1,3,2,12,2,1,,,,,,,,,,,,,,,,,,,,,,,,2,1
1996,2254,40,5,,,,0,26,16,97,1,1,3,2,10,2,5,7,4,7,1,2,1,1,,,,,,,2,1,2,3,2,2,2,2,1,2,0,
1996,2255,,2,2,,,5,84,8,97,2,1,1,2,,2,1,3,7,7,,,,,,,,,,,,,,5,3,,,,,,0,
1996,2256,,1,2,5,,2,65,12,12,1,1,3,2,,2,6,5,3,7,,,,,,,,,4,,,,,9,1,,,,,,1,1
1996,2257,,1,2,5,,2,83,11,13,2,1,3,2,,2,5,,,,,,,,,5,2,5,,5,2,1,2,,,1,2,1,2,2,0,
1996,2258,80,1,2,7,,3,37,17,17,1,1,3,2,9,2,6,5,3,7,,,,,,,,,3,,,,,4,1,,,,,,1,1
1996,2259,40,5,,,,0,22,12,97,1,1,2,2,12,2,6,3,3,5,1,2,1,2,,,,,,,2,1,1,3,4,2,2,2,1,2,99,9
1996,2260,,1,2,3,,1,42,9,7,2,1,3,2,,2,5,,,,,,,,,,,,2,,,,,,,,,,,,1,1
1996,2261,45,4,,,,2,29,12,97,1,1,1,2,11,2,4,,,,,,,,,,,,,,,,,,,,,,,,3,1
1996,2262,40,5,,,,0,21,12,97,1,1,1,2,10,2,4,4,1,7,1,2,2,1,,,,,,,2,1,1,2,4,2,2,2,2,1,2,1
1996,2263,42,5,,,,0,21,12,97,1,1,1,2,10,2,4,5,3,7,,,,,,,,,,,,,,2,4,,,,,,1,1
1996,2264,40,1,2,1,49,1,25,12,12,2,1,1,2,9,2,6,7,2,5,,,,,,3,1,3,,3,1,1,1,2,4,2,2,2,2,1,1,1
1996,2265,37,1,1,3,,2,44,12,12,2,1,1,2,9,2,5,,,,,,,,,3,1,4,,4,2,1,2,,,1,2,2,1,2,,
1996,2266,,1,1,7,,3,55,12,12,1,1,4,5,,2,3,7,5,7,,,,,,1,3,1,,1,1,1,2,2,2,2,2,2,1,2,1,1
1996,2267,50,1,2,1,40,2,46,20,20,2,1,2,2,12,2,0,,,,,,,,,4,2,2,,2,2,2,1,,,2,2,2,1,2,1,1
1996,2268,40,1,1,6,,5,54,18,10,1,1,3,1,11,2,5,3,3,7,,,,,,,,,1,,,,,2,2,,,,,,1,1
1996,2269,,1,2,7,,4,69,10,8,1,1,2,2,,2,1,7,5,7,,,,,,3,1,1,,1,2,1,1,2,1,2,2,1,2,2,1,1
1996,2270,,1,2,5,,3,66,16,16,2,1,3,2,,2,6,7,3,7,,,,,,,,,5,,,,,3,2,,,,,,0,
1996,2271,,1,2,1,31,1,66,20,12,1,1,1,2,,2,5,,,,,,,,,3,1,2,,2,2,1,2,,,2,2,2,1,2,1,1
1996,2272,47,1,2,7,,0,30,9,10,1,1,3,2,11,2,4,1,2,5,,,,,,3,1,1,,1,2,2,1,2,4,2,2,2,2,1,1,1
1996,2273,50,1,2,1,70,2,37,12,9,2,1,3,2,11,2,1,7,2,7,,,,,,4,1,2,,2,1,1,1,2,1,2,2,2,1,2,1,1
1996,2274,,1,2,1,58,0,41,12,12,2,1,3,2,9,2,6,5,2,7,,,,,,3,1,5,,5,2,2,2,2,4,2,2,2,1,2,0,
1996,2275,40,3,,,,3,37,11,97,2,1,3,2,,2,5,,,,1,2,2,4,,,,,,,2,2,2,,,2,2,1,9,9,1,1
1996,2276,60,1,1,1,40,1,38,10,12,2,1,3,2,11,2,3,,,,,,,,,,,,1,,,,,,,,,,,,1,1
1996,2277,,2,2,,,2,72,12,97,2,1,3,2,,2,0,7,7,7,,,,,,,,,,,,,,3,3,,,,,,0,
1996,2278,56,1,2,1,40,2,27,12,14,2,1,2,2,12,2,5,2,3,5,,,,,,,,,4,,,,,2,1,,,,,,1,1
1996,2279,,2,2,,,4,89,8,97,2,1,1,1,99,1,1,7,7,7,,,,,,,,,,,,,,4,1,,,,,,0,
1996,2280,,1,1,2,8,4,50,11,12,1,1,6,1,2,1,0,5,4,2,,,,,,3,1,4,,4,2,2,2,2,4,1,2,2,1,2,1,1
1996,2281,40,4,,,,2,51,12,97,2,1,2,1,11,1,5,,,,,,,,,,,,,,,,,,,,,,,,0,
1996,2282,,3,,,,5,46,12,97,2,1,1,1,,1,3,,,,2,,,,2,,,,,,2,1,2,,,1,1,1,1,2,1,1
1996,2283,40,1,2,3,,7,62,12,8,2,1,2,1,,1,0,7,7,7,,,,,,,,,1,,,,,2,3,,,,,,1,1
1996,2284,,3,,,,3,35,15,97,2,1,4,6,4,1,3,2,2,5,1,1,2,1,,4,1,4,,4,2,1,2,4,4,1,1,1,1,2,1,1
1996,2285,,5,,,,1,21,11,97,1,1,1,1,9,1,6,1,4,2,,,,,,,,,,,,,,2,4,,,,,,1,2
1996,2286,45,1,2,7,,6,43,14,12,1,1,3,1,12,1,5,3,5,6,,,,,,4,1,1,,1,1,1,2,8,1,1,1,1,1,2,1,1
1996,2287,,1,2,1,40,5,65,12,13,2,1,3,1,,1,5,,,,,,,,,5,1,5,,5,1,1,1,,,1,1,1,1,9,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996,2289,,2,2,,,1,77,16,97,2,1,6,0,98,1,3,2,3,7,2,,,,2,,,,,,2,1,1,8,4,2,2,2,2,1,0,
1996,2290,45,5,,,,0,50,14,97,1,1,2,3,12,3,3,7,4,3,,,,,,,,,,,,,,1,4,,,,,,0,
1996,2291,,1,2,1,50,2,33,12,12,2,1,3,3,12,3,3,7,7,6,,,,,,3,1,1,,1,2,1,1,3,4,8,8,8,8,8,2,1
1996,2292,,1,2,7,,2,78,11,12,1,1,2,3,99,3,2,3,3,4,,,,,,2,1,3,,3,1,1,2,2,3,9,9,9,1,9,1,1
1996,2293,40,2,2,,,4,58,15,97,2,1,3,3,12,3,2,,,,1,2,2,4,,,,,,,2,2,2,,,1,2,1,2,2,1,1
1996,2294,50,5,,,,0,24,12,97,1,1,3,3,12,3,2,6,1,2,,,,,,,,,,,,,,3,4,,,,,,1,2
1996,2295,40,1,2,1,40,0,49,14,13,1,1,6,3,7,3,6,2,5,7,,,,,,3,3,5,,5,2,1,2,2,2,2,2,1,2,2,1,1
1996,2296,,2,2,,,1,81,12,97,2,1,3,3,2,3,4,2,4,7,,,,,,,,,,,,,,2,4,,,,,,0,
1996,2297,,2,2,,,4,82,5,97,2,1,1,7,,3,2,7,7,7,,,,,,,,,,,,,,2,1,,,,,,99,9
1996,2298,15,1,2,1,40,2,33,12,14,2,1,3,3,6,3,4,,,,,,,,,,,,5,,,,,,,,,,,,1,1
1996,2299,40,4,,,,5,49,13,97,1,2,3,3,12,3,1,3,3,5,2,,,,1,,,,,,2,1,1,4,1,9,9,9,1,9,3,1
1996,2300,,3,,,,4,57,9,97,1,1,3,3,10,3,1,7,3,3,2,,,,2,,,,,,1,1,2,2,4,9,9,9,1,9,6,2
1996,2301,40,1,2,1,40,1,47,14,12,1,1,3,3,12,3,7,,,,,,,,,3,1,2,,2,2,1,2,,,2,2,2,2,1,1,1
1996,2302,,2,1,,,2,86,10,97,2,1,3,3,,3,5,7,7,7,2,,,,2,,,,,,2,1,2,2,1,1,1,1,1,9,0,
1996,2303,40,3,,,,3,49,14,97,2,1,3,3,12,3,5,,,,,,,,,,,,,,,,,,,,,,,,1,2
1996,2304,40,3,,,,3,61,6,97,1,1,2,3,12,3,3,3,3,7,,,,,,,,,,,,,,3,1,,,,,,0,
1996,2305,44,2,1,,,8,61,14,97,2,1,3,3,12,3,5,7,3,7,1,1,1,4,,3,1,4,,4,2,1,1,3,3,1,2,2,2,2,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996,2307,,2,2,,,5,67,12,97,2,1,3,3,,3,0,4,5,7,,,,,,,,,,,,,,2,4,,,,,,0,
1996,2308,,3,,,,3,28,13,97,2,1,3,3,,3,6,,,,1,2,2,1,,,,,,,1,1,1,,,9,9,9,1,9,1,1
1996,2309,30,1,2,1,60,2,27,12,12,2,1,4,3,9,3,7,6,2,6,,,,,,3,1,5,,5,1,1,1,2,1,9,9,9,1,9,1,1
1996,2310,24,1,2,6,,4,37,13,14,1,1,3,3,12,3,5,,,,,,,,,3,1,1,,1,2,2,2,,,9,9,9,1,9,1,1
1996,2311,28,1,2,7,,3,73,12,12,1,1,2,3,9,3,6,6,2,7,,,,,,3,1,2,,2,1,1,1,3,3,9,9,9,1,9,0,
1996,2312,21,1,2,7,,5,72,14,12,1,1,2,3,12,3,6,5,6,3,,,,,,,,,4,,,,,3,3,,,,,,1,1
1996,2313,,1,2,5,,0,63,14,12,2,1,1,4,,3,4,,,,,,,,,3,1,5,,5,2,1,1,,,1,1,1,1,9,,
1996,2314,37,3,,,,0,39,14,97,1,1,1,3,12,3,3,5,4,2,,,,,,,,,,,,,,2,4,,,,,,1,1
1996,2315,50,1,2,2,30,2,53,12,10,1,1,3,3,12,3,4,3,5,7,,,,,,,,,4,,,,,2,1,,,,,,1,1
1996,2316,25,3,,,,0,30,14,97,2,1,1,3,8,3,0,,,,,,,,,,,,,,,,,,,,,,,,1,1
1996,2317,45,1,1,1,52,2,38,13,12,2,1,2,3,10,3,5,7,4,7,,,,,,3,1,5,,5,2,1,1,2,2,1,1,1,1,2,1,1
1996,2318,84,1,2,1,40,4,48,14,12,2,1,5,9,9,3,2,4,5,6,,,,,,3,1,4,,4,2,1,2,2,1,1,1,1,1,2,1,1
1996,2319,,1,2,5,,2,60,14,13,2,1,2,3,,3,1,4,2,7,,,,,,3,1,5,,5,1,1,2,9,1,1,1,1,1,2,1,1
1996,2320,,1,2,1,40,2,38,12,12,2,1,2,3,,3,1,2,5,7,,,,,,3,1,5,,5,1,1,2,2,1,1,1,1,1,1,1,1
1996,2321,,1,2,7,,2,67,12,12,1,1,2,3,,3,5,5,5,7,,,,,,,,,4,,,,,3,3,,,,,,0,
1996,2322,40,1,1,1,40,3,50,17,17,1,1,3,3,12,3,4,,,,,,,,,,,,2,,,,,,,,,,,,1,1
1996,2323,55,2,2,,,5,77,8,97,1,1,2,3,98,3,1,,,,1,2,1,2,,,,,,,2,1,1,,,1,1,1,1,2,1,1
1996,2324,32,1,2,1,40,2,33,12,11,2,1,1,3,12,3,6,,,,,,,,,,,,1,,,,,,,,,,,,1,1
1996,2325,,2,2,,,0,77,12,97,2,1,2,3,,3,6,7,4,7,2,,,,2,,,,,,1,1,2,4,1,1,1,1,2,1,0,
1996,2326,,2,2,,,5,71,12,97,2,1,3,3,11,3,6,7,5,7,,,,,,,,,,,,,,2,3,,,,,,0,
1996,2327,40,3,,,,2,55,16,97,2,1,3,3,12,3,2,3,3,5,,,,,,,,,,,,,,2,2,,,,,,0,
1996,2328,43,5,,,,0,25,13,97,2,1,3,3,99,3,0,7,2,5,,,,,,,,,,,,,,3,4,,,,,,1,1
1996,2329,,2,2,,,5,56,10,97,2,1,3,3,,3,2,7,2,7,2,,,,2,,,,,,2,1,1,2,4,1,1,1,1,2,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996,2331,50,5,,,,0,23,12,97,1,1,3,3,11,3,4,,,,,,,,,,,,,,,,,,,,,,,,3,2
1996,2332,40,1,1,7,,4,54,13,12,1,1,3,3,12,3,2,,,,,,,,,2,1,1,,1,1,2,1,,,1,1,1,1,2,1,1
1996,2333,,2,2,,,0,75,12,97,2,1,3,3,,3,6,,,,,,,,,,,,,,,,,,,,,,,,0,
1996,2334,,2,2,,,1,86,8,97,2,1,2,3,99,3,0,2,7,7,,,,,,,,,,,,,,2,2,,,,,,0,
1996,2335,40,1,2,1,36,2,37,8,9,1,1,1,3,99,3,2,6,2,7,,,,,,,,,1,,,,,2,4,,,,,,1,1
1996,2336,46,5,,,,0,39,12,97,1,1,3,3,10,3,5,,,,2,,,,1,,,,,,2,1,2,,,1,1,1,1,2,0,
1996,2337,,5,,,,0,30,13,97,1,1,4,3,8,3,3,,,,1,1,1,3,,3,1,5,,5,2,1,1,,,1,2,1,2,2,1,1
1996,2338,,1,2,5,,3,67,12,12,2,1,3,3,,3,1,,,,,,,,,,,,1,,,,,,,,,,,,1,1
1996,2339,44,3,,,,2,53,12,97,1,1,3,3,12,3,1,7,2,5,1,2,1,4,,,,,,,2,1,2,2,4,1,1,1,1,2,1,1
1996,2340,,1,1,6,,2,42,8,9,1,1,1,3,11,3,4,7,2,2,,,,,,3,1,1,,1,2,2,1,2,4,1,1,1,1,2,1,1
1996,2341,40,3,,,,2,56,19,97,2,1,3,3,12,3,6,6,4,7,2,,,,1,,,,,,1,1,1,4,1,1,2,1,1,8,0,
1996,2342,,1,2,1,60,0,20,12,13,2,1,4,7,1,4,4,,,,,,,,,,,,4,,,,,,,,,,,,1,1
1996,2343,,5,,,,0,25,17,97,1,3,6,0,,4,5,2,3,3,1,2,2,2,,,,,,,2,1,1,3,3,1,2,1,2,2,3,2
1996,2344,30,5,,,,0,23,16,97,1,1,4,4,5,4,2,2,4,3,2,,,,1,,,,,,2,2,2,2,4,1,1,1,1,9,1,1
1996,2345,40,5,,,,0,34,18,97,1,1,3,5,13,4,1,2,3,4,1,2,2,2,,,,,,,2,1,2,3,4,9,9,9,1,9,2,1
1996,2346,46,1,2,1,60,4,38,16,15,1,1,1,4,12,4,5,3,4,7,,,,,,,,,4,,,,,2,3,,,,,,1,1
1996,2347,,1,2,1,99,0,37,16,16,2,1,4,3,,4,2,4,3,5,,,,,,,,,4,,,,,2,3,,,,,,1,1
1996,2348,40,1,2,1,40,2,38,20,20,2,1,1,8,12,4,0,7,5,4,,,,,,,,,4,,,,,2,2,,,,,,1,1
1996,2349,30,3,,,,3,56,19,97,2,1,2,4,11,4,4,4,4,6,,,,,,,,,,,,,,2,4,,,,,,1,1
1996,2350,,5,,,,0,19,12,97,2,1,3,4,1,4,4,1,3,4,1,2,2,2,,,,,,,2,1,1,2,2,2,2,1,2,2,3,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996,2352,60,3,,,,3,57,14,97,2,1,3,4,10,4,1,6,3,7,,,,,,,,,,,,,,2,1,,,,,,0,
1996,2353,20,1,2,7,,2,32,19,16,1,1,6,0,3,4,4,4,2,7,,,,,,2,1,1,,1,1,1,1,8,1,2,2,2,1,2,1,1
1996,2354,40,3,,,,4,45,12,97,2,1,3,4,10,4,5,,,,,,,,,,,,,,,,,,,,,,,,1,1
1996,2355,15,1,1,1,60,2,38,12,12,2,1,3,4,98,4,2,4,2,3,,,,,,3,1,5,,5,2,1,2,3,4,9,9,9,1,9,1,1
1996,2356,62,5,,,,0,27,16,97,2,1,6,4,8,4,1,2,4,2,2,,,,1,,,,,,2,2,2,8,4,8,8,8,8,8,2,1
1996,2357,,5,,,,0,21,15,97,2,1,2,4,,4,5,,,,1,2,1,1,,,,,,,2,1,1,,,9,9,9,1,9,1,1
1996,2358,,5,,,,0,25,17,97,1,1,5,4,1,4,2,,,,,,,,,,,,,,,,,,,,,,,,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996,2360,30,3,,,,1,45,14,97,2,1,3,4,9,4,1,3,3,5,,,,,,,,,,,,,,2,4,,,,,,0,
1996,2361,70,5,,,,0,26,16,97,2,1,2,4,12,4,5,2,1,2,,,,,,,,,,,,,,3,4,,,,,,2,1
1996,2362,40,5,,,,0,23,16,97,1,1,1,4,5,4,4,2,1,2,1,2,2,3,,,,,,,1,1,1,2,4,1,2,2,9,9,3,1
1996,2363,50,1,2,1,70,3,34,14,16,2,1,4,3,10,3,5,,,,,,,,,,,,4,,,,,,,,,,,,1,1
1996,2364,,5,,,,0,24,14,97,2,1,2,3,2,3,2,2,2,3,,,,,,,,,,,,,,3,4,,,,,,,
1996,2365,40,3,,,,4,41,10,97,1,1,1,3,10,3,3,,,,1,1,2,2,,1,1,1,,1,2,2,2,,,2,2,1,2,2,,
1996,2366,48,3,,,,2,44,12,97,2,1,3,3,12,3,1,7,2,4,2,,,,1,,,,,,2,2,2,3,4,1,1,1,1,9,0,
1996,2367,30,3,,,,3,54,8,97,2,1,2,3,4,3,3,2,7,7,,,,,,,,,,,,,,2,1,,,,,,,
1996,2368,45,1,1,1,45,1,33,14,12,1,1,1,3,10,3,2,4,2,4,,,,,,3,1,3,,3,2,1,1,2,3,9,9,1,9,9,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996,2370,45,5,,,,0,33,12,97,2,1,3,3,11,3,2,4,7,7,,,,,,,,,,,,,,2,4,,,,,,0,
1996,2371,40,1,2,1,48,2,28,14,12,2,2,5,3,12,3,0,7,6,7,,,,,,4,1,1,,1,2,1,1,2,1,9,9,9,9,1,1,1
1996,2372,40,1,2,1,40,0,30,12,12,1,1,3,3,12,3,5,,,,,,,,,,,,5,,,,,,,,,,,,1,1
1996,2373,48,5,,,,0,38,13,97,2,1,3,3,11,3,3,,,,2,,,,1,,,,,,2,1,1,,,9,9,9,9,1,0,
1996,2374,,1,2,1,75,2,25,12,12,2,1,1,3,2,3,1,,,,,,,,,,,,4,,,,,,,,,,,,1,1
1996,2375,,5,,,,0,77,18,97,2,1,3,3,99,3,5,4,2,7,2,,,,2,,,,,,1,1,2,2,1,1,1,1,9,9,,
1996,2376,,2,2,,,4,70,12,97,2,1,2,3,,3,1,6,2,7,,,,,,,,,,,,,,2,1,,,,,,0,
1996,2377,38,1,1,1,40,3,41,13,13,2,1,2,3,11,3,6,3,3,7,,,,,,,,,1,,,,,2,4,,,,,,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996,2379,20,1,1,5,,2,70,10,12,2,1,3,3,6,3,1,4,4,7,,,,,,5,2,1,,1,1,2,2,2,2,9,9,9,1,9,0,
1996,2380,,3,,,,3,50,12,97,1,1,2,3,12,3,0,2,4,4,1,2,1,4,,,,,,,2,2,2,3,4,9,1,1,9,9,1,9
1996,2381,,2,2,,,7,76,12,97,2,1,2,3,,3,1,,,,,,,,,,,,,,,,,,,,,,,,0,
1996,2382,20,1,2,1,46,2,31,16,17,2,1,1,3,2,3,2,,,,,,,,,4,1,5,,5,2,1,2,,,9,9,9,1,9,1,1
1996,2383,40,1,2,1,40,2,37,12,12,2,1,3,3,10,3,3,6,5,2,,,,,,,,,4,,,,,3,1,,,,,,1,1
1996,2384,40,5,,,,0,21,12,97,1,1,1,3,9,3,3,6,1,6,1,2,1,2,,,,,,,2,1,1,3,4,9,9,1,9,9,1,1
1996,2385,,1,2,5,,7,78,12,8,2,1,3,4,99,4,0,7,5,7,,,,,,,,,1,,,,,2,4,,,,,,1,1
1996,2386,60,1,2,7,,3,51,19,15,1,2,1,0,12,4,3,6,5,7,,,,,,4,1,1,,1,2,2,2,3,4,2,2,2,1,2,,
1996,2387,,1,2,5,,4,72,10,8,2,1,3,4,99,4,0,4,5,7,,,,,,,,,4,,,,,2,2,,,,,,1,1
1996,2388,,1,2,2,24,5,69,11,12,1,1,4,3,99,4,0,3,3,3,,,,,,,,,1,,,,,2,3,,,,,,1,1
1996,2389,4,1,2,1,60,3,46,16,20,2,1,5,4,13,4,6,5,5,7,,,,,,4,1,5,,5,1,1,2,3,1,2,2,2,1,2,1,1
1996,2390,20,1,2,1,50,4,60,16,19,2,1,3,4,4,4,3,7,4,3,,,,,,,,,1,,,,,2,3,,,,,,1,1
1996,2391,60,1,2,1,40,2,35,12,12,1,1,1,4,12,4,5,3,4,1,,,,,,3,1,3,,3,2,2,1,2,4,2,2,1,8,8,3,1
1996,2392,,1,2,5,,4,67,15,14,2,1,3,4,99,4,6,2,5,5,,,,,,3,1,5,,5,1,1,2,2,2,1,1,1,1,9,1,1
1996,2393,,2,2,,,2,82,12,97,1,1,2,4,99,4,6,,,,2,,,,2,,,,,,1,1,1,,,1,1,1,1,9,0,
1996,2394,40,1,2,1,40,2,54,12,14,2,1,3,4,10,4,1,,,,,,,,,,,,3,,,,,,,,,,,,1,1
1996,2395,,5,,,,0,28,12,97,2,1,3,4,2,4,1,2,4,6,,,,,,,,,,,,,,4,2,,,,,,99,9
1996,2396,40,1,2,5,,7,67,14,12,2,1,1,4,12,4,5,4,6,7,,,,,,,,,1,,,,,4,2,,,,,,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996,2398,65,3,,,,2,43,15,97,1,1,1,4,10,4,3,4,3,5,,,,,,,,,,,,,,2,3,,,,,,1,1
1996,2399,40,1,2,1,40,0,49,13,16,1,1,6,4,13,4,3,3,4,5,,,,,,,,,3,,,,,2,4,,,,,,9,9
1996,2400,,1,2,2,4,4,74,12,12,1,1,3,4,99,4,1,2,3,5,,,,,,5,1,1,,1,1,1,1,4,4,9,9,1,9,9,1,1
1996,2401,42,3,,,,7,56,12,97,1,1,3,8,6,4,2,2,2,4,,,,,,,,,,,,,,2,4,,,,,,1,2
1996,2402,,3,,,,2,50,12,97,1,1,3,4,,4,3,4,6,1,,,,,,,,,,,,,,0,4,,,,,,1,1
1996,2403,50,1,2,1,24,1,45,12,12,1,1,3,4,12,4,5,,,,,,,,,,,,4,,,,,,,,,,,,1,1
1996,2404,2,1,2,1,40,1,24,9,12,2,1,3,7,9,4,3,7,5,6,,,,,,,,,1,,,,,2,2,,,,,,1,1
1996,2405,40,5,,,,0,20,12,97,1,1,3,4,11,4,2,,,,1,1,1,1,,3,1,1,,1,2,1,1,,,2,2,2,1,2,1,1
1996,2406,,2,2,,,0,89,20,97,2,1,2,4,,4,6,5,5,7,,,,,,,,,,,,,,4,1,,,,,,,
1996,2407,,1,2,5,,3,78,18,12,2,1,3,4,,4,1,,,,,,,,,,,,5,,,,,,,,,,,,0,
1996,2408,40,1,1,1,20,3,55,12,12,1,1,3,7,10,4,1,7,6,7,,,,,,2,1,1,,1,2,1,1,3,1,9,9,9,1,9,1,1
1996,2409,,1,2,5,,3,79,14,14,1,1,2,7,99,4,4,5,2,7,,,,,,3,1,1,,1,1,1,2,3,2,2,2,1,2,2,0,
1996,2410,48,1,2,1,55,2,28,16,16,1,1,5,4,12,4,5,3,5,7,,,,,,,,,5,,,,,9,1,,,,,,1,1
1996,2411,50,3,,,,1,43,12,97,2,1,1,2,9,4,2,7,1,5,1,2,1,1,,,,,,,2,1,1,2,4,1,1,1,1,2,1,1
1996,2412,,1,2,5,,3,70,12,13,1,1,3,4,,4,1,5,5,7,,,,,,3,1,2,,2,2,1,2,2,2,9,9,9,2,9,1,1
1996,2413,,1,1,2,10,3,59,13,14,2,1,3,4,4,4,5,,,,,,,,,,,,5,,,,,,,,,,,,0,
1996,2414,70,1,2,7,,3,37,18,12,1,1,3,8,12,4,4,6,5,7,,,,,,3,3,1,,1,1,1,1,2,1,9,9,9,1,9,1,1
1996,2415,48,3,,,,2,59,15,97,2,1,2,4,11,4,6,4,7,7,2,,,,1,,,,,,2,2,2,2,1,9,9,9,1,9,0,
1996,2416,,2,2,,,4,85,8,97,2,1,2,7,99,4,6,6,7,7,,,,,,,,,,,,,,4,1,,,,,,0,
1996,2417,,2,2,,,1,77,12,97,2,1,2,4,,4,5,,,,,,,,,,,,,,,,,,,,,,,,0,
1996,2418,56,1,1,1,38,4,44,16,12,1,1,2,4,12,4,5,,,,,,,,,2,3,1,,1,1,1,1,,,9,9,9,1,9,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996,2420,46,1,2,7,,2,24,12,12,1,1,3,4,11,4,3,7,4,6,,,,,,,,,4,,,,,2,4,,,,,,1,1
1996,2421,7,1,2,2,20,4,63,12,14,2,1,3,7,2,4,6,4,5,7,,,,,,3,1,5,,5,1,1,1,2,1,9,9,9,1,9,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996,2423,43,1,2,1,38,0,30,11,15,1,1,1,4,99,4,3,6,6,7,,,,,,,,,2,,,,,2,1,,,,,,1,1
1996,2424,,2,2,,,2,89,8,97,1,1,2,4,11,4,2,,,,,,,,,,,,,,,,,,,,,,,,0,
1996,2425,,2,1,,,5,69,6,97,2,1,3,4,,4,5,,,,2,,,,2,,,,,,1,1,2,,,2,2,2,1,2,99,9
1996,2426,40,1,1,2,24,4,55,12,12,1,1,2,4,10,4,0,7,4,7,,,,,,,,,4,,,,,2,3,,,,,,1,2
1996,2427,40,1,2,2,4,2,42,14,12,1,1,3,4,12,4,3,3,3,2,,,,,,,,,2,,,,,2,3,,,,,,1,1
1996,2428,,2,2,,,2,84,12,97,2,1,2,4,,4,1,1,2,7,,,,,,,,,,,,,,2,1,,,,,,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996,2430,45,1,2,1,60,3,43,20,20,1,1,3,4,12,4,5,5,5,6,,,,,,,,,4,,,,,1,4,,,,,,,
1996,2431,40,1,2,1,40,0,25,16,16,2,1,3,7,12,4,1,,,,,,,,,,,,4,,,,,,,,,,,,1,1
1996,2432,,3,,,,1,27,12,97,2,1,3,4,5,4,2,2,2,4,1,2,1,1,,,,,,,1,1,1,4,4,2,2,1,2,2,1,1
1996,2433,50,5,,,,0,25,16,97,2,1,2,4,9,4,4,2,5,3,2,,,,1,,,,,,2,1,2,2,3,2,2,1,2,2,0,
